co_name,herf,release,empl,fac,fg,insp_fac,strictbar,lawbar,spendbar,educbar,pstatus
UNITED TECHNOLOGIES CORP,0.427019,4.335442,192.6,39,1,0.3589744,0.8536586,3.12853,1.526585,21.1,0
UNITED TECHNOLOGIES CORP,0.4496784,2.953185,185.1,38,1,0.4736842,0.8536586,3.12853,1.526585,21.1,0
UNITED TECHNOLOGIES CORP,0.4563823,2.025057,178,32,1,0.65625,0.8536586,3.12853,1.526585,21.1,1
UNITED TECHNOLOGIES CORP,0.460003,1.406889,168.6,33,1,0.5757576,0.8536586,3.12853,1.526585,21.1,1
UNITED TECHNOLOGIES CORP,0.4596917,0.8763,171.5,29,1,0.4137931,0.8536586,3.12853,1.526585,21.1,1
UNITED TECHNOLOGIES CORP,0.4619746,0.518118,170.6,26,1,0.6538461,0.8536586,3.12853,1.526585,21.1,1
WEYERHAEUSER CO,0.8457481,1.981245,45.214,12,1,0.75,0.5,2.067782,0.825,19.275,0
WEYERHAEUSER CO,0.9202191,1.338074,40.621,8,1,2,0.5,2.067782,0.825,19.275,0
WEYERHAEUSER CO,0.931928,1.523159,38.669,10,1,1.4,0.5,2.067782,0.825,19.275,0
WEYERHAEUSER CO,0.8654994,1.260287,39.022,11,1,1.181818,0.5,2.067782,0.825,19.275,1
WEYERHAEUSER CO,0.8956304,0.898228,36.748,9,1,1.111111,0.5,2.067782,0.825,19.275,1
WEYERHAEUSER CO,0.8400483,0.745332,36.665,9,1,1.444444,0.5,2.067782,0.825,19.275,1
WEYERHAEUSER CO,0.8633659,0.619428,39.431,6,1,2.833333,0.5,2.067782,0.825,19.275,1
WEYERHAEUSER CO,0.7888657,0.572801,39.661,9,1,0,0.5,2.067782,0.825,19.275,1
WEYERHAEUSER CO,0.7865139,0.408903,35.778,11,1,0,0.5,2.067782,0.825,19.275,1
WEYERHAEUSER CO,0.7468783,0.363504,35.032,10,1,0,0.5,2.067782,0.825,19.275,1
WHIRLPOOL CORP,0.4645282,2.565864,39.411,8,1,0.875,0.875,1.976895,0.7875,15.7625,0
WHIRLPOOL CORP,0.4772724,1.887156,36.157,8,1,0.5,0.875,1.976895,0.7875,15.7625,0
WHIRLPOOL CORP,0.5042985,1.465282,37.886,6,1,1.166667,0.875,1.976895,0.7875,15.7625,0
WHIRLPOOL CORP,0.5111452,1.173019,38.52,6,1,0.6666667,0.875,1.976895,0.7875,15.7625,1
WHIRLPOOL CORP,0.4506418,0.923822,39.59,5,1,0.4,0.875,1.976895,0.7875,15.7625,1
WHIRLPOOL CORP,0.4563253,0.999592,39.016,5,1,0.6,0.875,1.976895,0.7875,15.7625,1
WHIRLPOOL CORP,0.3447736,1.014646,45.435,5,1,1,0.875,1.976895,0.7875,15.7625,1
WHIRLPOOL CORP,0.3280428,0.648749,48.163,6,1,0,0.875,1.976895,0.7875,15.7625,1
WHIRLPOOL CORP,0.2929079,0.168168,61.37,6,1,0,0.875,1.976895,0.7875,15.7625,1
WHIRLPOOL CORP,0.2845238,0.199692,58.63,6,1,0,0.875,1.976895,0.7875,15.7625,1
XEROX CORP,0.4010057,0.975954,111.4,3,1,0,0,4.198927,0.8,21.33333,0
XEROX CORP,0.4317064,1.348592,110,3,1,0.6666667,0,4.198927,0.8,21.33333,0
XEROX CORP,0.4661651,1.24375,109.4,3,1,0.3333333,0,4.198927,0.8,21.33333,0
XEROX CORP,0.5013952,0.888178,99.3,3,1,0,0,4.198927,0.8,21.33333,1
XEROX CORP,0.5022098,0.770164,97,3,1,0.3333333,0,4.198927,0.8,21.33333,1
XEROX CORP,0.5091329,0.193859,87.6,3,1,0.3333333,0,4.198927,0.8,21.33333,1
XEROX CORP,0.3766557,0.139554,85.2,3,1,0,0,4.198927,0.8,21.33333,1
XEROX CORP,0.322005,0.12136,86.7,5,1,0,0,4.198927,0.8,21.33333,1
XEROX CORP,0.2834762,0.100763,91.4,6,1,0,0,4.198927,0.8,21.33333,1
XEROX CORP,0.2966833,0.125618,92.7,5,1,0,0,4.198927,0.8,21.33333,1
ZENITH ELECTRONICS CORP,0.4645282,0.19433,32,2,1,0,1,3.568305,2.38,21.1,0
ZENITH ELECTRONICS CORP,0.4772724,0.461717,27,2,1,0,1,3.568305,2.38,21.1,0
ZENITH ELECTRONICS CORP,0.5042985,0.790381,27.7,1,1,0,1,3.568305,2.38,21.1,0
ZENITH ELECTRONICS CORP,0.5111452,0.770689,25,1,1,0,1,3.568305,2.38,21.1,0
ZENITH ELECTRONICS CORP,0.4506418,0.526658,22.1,1,1,3,1,3.568305,2.38,21.1,0
ZENITH ELECTRONICS CORP,0.4563253,0.606769,22.5,1,1,1,1,3.568305,2.38,21.1,0
ZENITH ELECTRONICS CORP,0.3447736,0.295364,18.1,1,1,2,1,3.568305,2.38,21.1,0
ZENITH ELECTRONICS CORP,0.3280428,0.007696,15.9,5,1,0,1,3.568305,2.38,21.1,0
ZENITH ELECTRONICS CORP,0.2929079,0.365243,11.4,5,1,0,1,3.568305,2.38,21.1,0
ZENITH ELECTRONICS CORP,0.2845238,0.080943,6.8,4,1,0,1,3.568305,2.38,21.1,0
