co_name,herf,release,empl,fac,fg,insp_fac,strictbar,lawbar,spendbar,educbar,pstatus
NORTHROP GRUMMAN CORP,0.4619746,0.465614,37.3,9,1,0.5555556,0.952381,3.600976,1.526667,23.23809,1
NORTHROP GRUMMAN CORP,0.457313,0.209403,46.6,10,1,0,0.952381,3.600976,1.526667,23.23809,1
NORTHROP GRUMMAN CORP,0.4438477,0.156746,52,9,1,0,0.952381,3.600976,1.526667,23.23809,1
NORTHROP GRUMMAN CORP,0.4557282,0.051149,49.6,6,1,0,0.952381,3.600976,1.526667,23.23809,1
OUTBOARD MARINE CORP,0.4010057,0.862051,13.418,16,1,0.375,0.7857143,1.983465,0.7685714,17.34286,0
OUTBOARD MARINE CORP,0.4317064,0.511265,9.1,14,1,0.5,0.7857143,1.983465,0.7685714,17.34286,0
OUTBOARD MARINE CORP,0.4661651,0.394777,8.1,9,1,0.6666667,0.7857143,1.983465,0.7685714,17.34286,0
OUTBOARD MARINE CORP,0.5013952,0.392913,8.7,8,1,0.75,0.7857143,1.983465,0.7685714,17.34286,0
OUTBOARD MARINE CORP,0.5022098,0.330543,8.073,7,1,1,0.7857143,1.983465,0.7685714,17.34286,0
OUTBOARD MARINE CORP,0.5091329,0.310582,8.472,8,1,0.75,0.7857143,1.983465,0.7685714,17.34286,0
OUTBOARD MARINE CORP,0.3766557,0.295176,8.905,8,1,0.75,0.7857143,1.983465,0.7685714,17.34286,0
OUTBOARD MARINE CORP,0.322005,0.180718,8.283,10,1,0,0.7857143,1.983465,0.7685714,17.34286,0
OUTBOARD MARINE CORP,0.2834762,0.232862,7.442,11,1,0,0.7857143,1.983465,0.7685714,17.34286,0
OUTBOARD MARINE CORP,0.2966833,0.181258,6.4,10,1,0,0.7857143,1.983465,0.7685714,17.34286,0
OWENS CORNING,0.654404,0.879053,18.6,18,1,1.222222,0.7368421,2.75022,0.8389474,19.67895,0
OWENS CORNING,0.7625296,0.332219,16.8,17,1,1.058824,0.7368421,2.75022,0.8389474,19.67895,0
OWENS CORNING,0.7269593,0.19583,16,21,1,0.7142857,0.7368421,2.75022,0.8389474,19.67895,0
OWENS CORNING,0.6680838,0.188824,16.4,20,1,0.75,0.7368421,2.75022,0.8389474,19.67895,1
OWENS CORNING,0.6729571,0.323576,16.2,19,1,0.6842105,0.7368421,2.75022,0.8389474,19.67895,1
OWENS CORNING,0.6058865,0.395528,17,20,1,0.7,0.7368421,2.75022,0.8389474,19.67895,1
OWENS CORNING,0.6594406,0.256876,17.3,14,1,1,0.7368421,2.75022,0.8389474,19.67895,1
OWENS CORNING,0.6334583,0.313191,18.9,23,1,0,0.7368421,2.75022,0.8389474,19.67895,1
OWENS CORNING,0.6575269,0.345491,24,19,1,0,0.7368421,2.75022,0.8389474,19.67895,1
OWENS CORNING,0.7250385,0.215293,20,26,1,0,0.7368421,2.75022,0.8389474,19.67895,1
PACCAR INC,0.4313625,0.635006,13.077,12,1,0.25,1,2.794805,1.336667,20.5,0
PACCAR INC,0.427019,0.753234,11.586,12,1,0.4166667,1,2.794805,1.336667,20.5,0
PACCAR INC,0.4496784,0.893852,10.163,10,1,0.2,1,2.794805,1.336667,20.5,0
PACCAR INC,0.4563823,0.903616,10.977,10,1,0.1,1,2.794805,1.336667,20.5,0
PACCAR INC,0.460003,1.176994,11.8,10,1,0.3,1,2.794805,1.336667,20.5,0
PACCAR INC,0.4596917,0.818052,14.6,10,1,0.6,1,2.794805,1.336667,20.5,0
PACCAR INC,0.4619746,0.676414,14,10,1,0.3,1,2.794805,1.336667,20.5,0
PACCAR INC,0.457313,0.513014,17,20,1,0,1,2.794805,1.336667,20.5,0
PACCAR INC,0.4438477,0.441136,19,20,1,0,1,2.794805,1.336667,20.5,0
PACCAR INC,0.4557282,0.38186,23,16,1,0,1,2.794805,1.336667,20.5,0
PALL CORP,0.4010057,0.127261,6.2,5,1,0.2,0.6666667,3.367138,0.7116666,19.65,0
PALL CORP,0.4317064,0.154146,6.3,5,1,0,0.6666667,3.367138,0.7116666,19.65,0
PALL CORP,0.4661651,0.240344,6.4,5,1,0.2,0.6666667,3.367138,0.7116666,19.65,0
PALL CORP,0.5013952,0.193607,6.4,3,1,0.3333333,0.6666667,3.367138,0.7116666,19.65,1
PALL CORP,0.5022098,0.150997,6.3,3,1,0.3333333,0.6666667,3.367138,0.7116666,19.65,1
PALL CORP,0.5091329,0.144221,6.2,2,1,0.5,0.6666667,3.367138,0.7116666,19.65,1
PALL CORP,0.3766557,0.12494,6.5,3,1,0,0.6666667,3.367138,0.7116666,19.65,1
PALL CORP,0.322005,0.115699,7.7,3,1,0,0.6666667,3.367138,0.7116666,19.65,1
PALL CORP,0.2834762,0.08196,8.5,3,1,0,0.6666667,3.367138,0.7116666,19.65,1
PALL CORP,0.2966833,0.04794,8.9,2,1,0,0.6666667,3.367138,0.7116666,19.65,1
PERKINELMER INC,0.6186959,0.249378,30,5,0,0.2,1,3.165639,1.1125,21.95,0
PERKINELMER INC,0.5840207,0.148415,30,4,0,0,1,3.165639,1.1125,21.95,0
PERKINELMER INC,0.6096238,0.170907,35.6,5,0,0,1,3.165639,1.1125,21.95,0
PERKINELMER INC,0.5824823,0.113003,34,5,0,0,1,3.165639,1.1125,21.95,0
PERKINELMER INC,0.5318273,0.061978,32,3,0,0,1,3.165639,1.1125,21.95,0
PERKINELMER INC,0.5230375,0.046642,25,3,0,0.6666667,1,3.165639,1.1125,21.95,0
PERKINELMER INC,0.5207126,0.02868,15,2,0,0.5,1,3.165639,1.1125,21.95,0
PERKINELMER INC,0.4953898,0.006394,15,3,0,0,1,3.165639,1.1125,21.95,0
PERKINELMER INC,0.4451993,0.000018,14,3,0,0,1,3.165639,1.1125,21.95,0
PERKINELMER INC,0.4686616,0.026808,13,4,0,0,1,3.165639,1.1125,21.95,0
PFIZER INC,0.2958034,2.147275,42.1,7,0,0.5714286,1,2.945329,1.313333,21.06667,0
PFIZER INC,0.3084845,1.434918,42.5,6,0,0.3333333,1,2.945329,1.313333,21.06667,0
PFIZER INC,0.2957712,1.163663,44.1,5,0,0.4,1,2.945329,1.313333,21.06667,0
PFIZER INC,0.2624353,1.024841,40.7,5,0,1.2,1,2.945329,1.313333,21.06667,1
PFIZER INC,0.2480811,1.006526,40.5,5,0,0.8,1,2.945329,1.313333,21.06667,1
PFIZER INC,0.257621,0.985147,40.8,5,0,1,1,2.945329,1.313333,21.06667,1
PFIZER INC,0.2498261,0.427554,43.8,5,0,1.4,1,2.945329,1.313333,21.06667,1
PFIZER INC,0.2304806,0.2287,47,11,0,0,1,2.945329,1.313333,21.06667,1
PFIZER INC,0.2380322,0.196209,49.2,10,0,0,1,2.945329,1.313333,21.06667,1
PFIZER INC,0.2177674,0.10773,46.4,11,0,0,1,2.945329,1.313333,21.06667,1
PHARMACIA CORP,0.2958034,4.311323,42.179,4,0,2.5,0.6666667,2.441148,0.9,18.35,0
PHARMACIA CORP,0.3084845,3.568918,41.081,6,0,1.333333,0.6666667,2.441148,0.9,18.35,0
PHARMACIA CORP,0.2957712,4.545374,39.281,3,0,3,0.6666667,2.441148,0.9,18.35,0
PHARMACIA CORP,0.2624353,2.590558,33.797,3,0,2.666667,0.6666667,2.441148,0.9,18.35,1
PHARMACIA CORP,0.2480811,2.584605,30.019,4,0,2,0.6666667,2.441148,0.9,18.35,1
PHARMACIA CORP,0.257621,2.960302,29.354,4,0,2.25,0.6666667,2.441148,0.9,18.35,1
PHARMACIA CORP,0.2498261,2.389363,28.514,5,0,1.2,0.6666667,2.441148,0.9,18.35,1
PHARMACIA CORP,0.2304806,1.548137,28,10,0,0,0.6666667,2.441148,0.9,18.35,1
PHARMACIA CORP,0.2380322,1.28899,21.9,12,0,0,0.6666667,2.441148,0.9,18.35,1
PHARMACIA CORP,0.2177674,1.430906,31.8,14,0,0,0.6666667,2.441148,0.9,18.35,1
PHELPS DODGE CORP,0.3295921,0.066001,13.288,8,0,0.375,0.6666667,2.949926,1.045,20.08333,0
PHELPS DODGE CORP,0.3336366,0.543864,14.066,9,0,0.4444444,0.6666667,2.949926,1.045,20.08333,0
PHELPS DODGE CORP,0.3314882,0.944367,13.931,10,0,0.6,0.6666667,2.949926,1.045,20.08333,0
PHELPS DODGE CORP,0.3150555,1.657839,14.57,10,0,0.4,0.6666667,2.949926,1.045,20.08333,0
PHELPS DODGE CORP,0.3187582,2.006317,14.799,10,0,0.4,0.6666667,2.949926,1.045,20.08333,0
PHELPS DODGE CORP,0.3253061,1.916836,15.498,11,0,0.2727273,0.6666667,2.949926,1.045,20.08333,0
PHELPS DODGE CORP,0.3142032,1.796597,15.343,9,0,0.3333333,0.6666667,2.949926,1.045,20.08333,0
PHELPS DODGE CORP,0.2902728,1.552596,16.033,18,0,0,0.6666667,2.949926,1.045,20.08333,0
PHELPS DODGE CORP,0.2584994,1.493778,15.869,17,0,0,0.6666667,2.949926,1.045,20.08333,0
PHELPS DODGE CORP,0.2944652,10.86532,13.924,40,0,0,0.6666667,2.949926,1.045,20.08333,0
PITNEY BOWES INC,0.4010057,0.354125,31.404,3,1,0.6666667,1,4.133069,2.64,27.2,0
PITNEY BOWES INC,0.4317064,0.32926,29.942,3,1,0,1,4.133069,2.64,27.2,0
PITNEY BOWES INC,0.4661651,0.233611,29.421,3,1,0.6666667,1,4.133069,2.64,27.2,0
PITNEY BOWES INC,0.5013952,0.119007,28.958,1,1,2,1,4.133069,2.64,27.2,1
PPG INDUSTRIES INC,0.2958034,2.372394,35.5,32,1,0.125,0.8529412,2.479186,1.004412,18.19118,0
PPG INDUSTRIES INC,0.3084845,2.759482,35.1,28,1,0.1785714,0.8529412,2.479186,1.004412,18.19118,0
PPG INDUSTRIES INC,0.2957712,2.470524,33.7,27,1,0.3333333,0.8529412,2.479186,1.004412,18.19118,0
PPG INDUSTRIES INC,0.2624353,2.310494,32.3,28,1,0.1071429,0.8529412,2.479186,1.004412,18.19118,1
PPG INDUSTRIES INC,0.2480811,1.97937,31.4,24,1,0.1666667,0.8529412,2.479186,1.004412,18.19118,1
PPG INDUSTRIES INC,0.257621,1.419848,30.8,24,1,0.2916667,0.8529412,2.479186,1.004412,18.19118,1
PPG INDUSTRIES INC,0.2498261,1.053741,31.2,23,1,0.173913,0.8529412,2.479186,1.004412,18.19118,1
PROCTER & GAMBLE CO,0.2958034,0.462848,79,5,0,1.4,0.8,3.206621,1.194,20.5,0
PROCTER & GAMBLE CO,0.3084845,0.544067,89,5,0,0.6,0.8,3.206621,1.194,20.5,0
PROCTER & GAMBLE CO,0.2957712,0.431335,94,4,0,0.75,0.8,3.206621,1.194,20.5,0
PROCTER & GAMBLE CO,0.2624353,0.313943,106,4,0,0.75,0.8,3.206621,1.194,20.5,1
PROCTER & GAMBLE CO,0.2480811,0.146944,103.5,4,0,0.75,0.8,3.206621,1.194,20.5,1
PROCTER & GAMBLE CO,0.257621,0.062306,96.5,3,0,1,0.8,3.206621,1.194,20.5,1
PROCTER & GAMBLE CO,0.2498261,0.068783,99.2,2,0,1,0.8,3.206621,1.194,20.5,1
PROCTER & GAMBLE CO,0.2304806,0.119684,103,4,0,0,0.8,3.206621,1.194,20.5,1
PROCTER & GAMBLE CO,0.2380322,0.147391,106,4,0,0,0.8,3.206621,1.194,20.5,1
PROCTER & GAMBLE CO,0.2177674,0.193341,110,4,0,0,0.8,3.206621,1.194,20.5,1
RAYTHEON CO,0.6186959,2.584986,77.6,20,0,0.25,0.95,3.208019,1.0025,22.68,0
RAYTHEON CO,0.5840207,2.041334,76.7,19,0,0.368421,0.95,3.208019,1.0025,22.68,0
RAYTHEON CO,0.6096238,1.622735,71.6,13,0,0.4615385,0.95,3.208019,1.0025,22.68,0
RAYTHEON CO,0.5824823,1.150031,63.9,14,0,0.3571429,0.95,3.208019,1.0025,22.68,1
RAYTHEON CO,0.5318273,0.527248,63.8,8,0,1,0.95,3.208019,1.0025,22.68,1
RAYTHEON CO,0.5230375,0.312873,60.2,7,0,1,0.95,3.208019,1.0025,22.68,1
RAYTHEON CO,0.5207126,0.32331,73.2,5,0,0.6,0.95,3.208019,1.0025,22.68,1
RAYTHEON CO,0.4953898,0.364011,75.3,11,0,0,0.95,3.208019,1.0025,22.68,1
RAYTHEON CO,0.4451993,0.263542,119.2,8,0,0,0.95,3.208019,1.0025,22.68,1
RAYTHEON CO,0.4686616,0.173687,108.2,6,0,0,0.95,3.208019,1.0025,22.68,1
REYNOLDS METALS CO,0.3295921,0.281592,30.5,5,0,0.4,0.3333333,3.297723,1.416667,21.35,0
REYNOLDS METALS CO,0.3336366,0.220006,30.8,6,0,0.3333333,0.3333333,3.297723,1.416667,21.35,0
REYNOLDS METALS CO,0.3314882,0.153302,30.9,5,0,0,0.3333333,3.297723,1.416667,21.35,0
REYNOLDS METALS CO,0.3150555,0.001034,29.3,3,0,0.3333333,0.3333333,3.297723,1.416667,21.35,1
REYNOLDS METALS CO,0.3187582,0.001505,29,2,0,0,0.3333333,3.297723,1.416667,21.35,1
REYNOLDS METALS CO,0.3253061,0.001505,29,2,0,0.5,0.3333333,3.297723,1.416667,21.35,1
REYNOLDS METALS CO,0.3142032,0.000785,29.6,2,0,0,0.3333333,3.297723,1.416667,21.35,1
REYNOLDS METALS CO,0.2902728,0.0005,29,1,0,0,0.3333333,3.297723,1.416667,21.35,1
REYNOLDS METALS CO,0.2584994,0.000104,25.5,1,0,0,0.3333333,3.297723,1.416667,21.35,1
ROHM & HAAS CO,0.2958034,0.370744,13.04,11,1,1.090909,0.7692308,3.228413,1.370769,20.25385,0
ROHM & HAAS CO,0.3084845,0.327673,12.92,12,1,0.75,0.7692308,3.228413,1.370769,20.25385,0
ROHM & HAAS CO,0.2957712,0.437077,12.872,11,1,1,0.7692308,3.228413,1.370769,20.25385,0
ROHM & HAAS CO,0.2624353,0.551066,13.619,10,1,1,0.7692308,3.228413,1.370769,20.25385,1
ROHM & HAAS CO,0.2480811,0.608843,12.985,10,1,0.8,0.7692308,3.228413,1.370769,20.25385,1
ROHM & HAAS CO,0.257621,0.508521,12.211,10,1,0.7,0.7692308,3.228413,1.370769,20.25385,1
ROHM & HAAS CO,0.2498261,0.456913,11.67,10,1,0.5,0.7692308,3.228413,1.370769,20.25385,1
ROHM & HAAS CO,0.2304806,0.366041,11.633,22,1,0,0.7692308,3.228413,1.370769,20.25385,1
ROHM & HAAS CO,0.2380322,0.353133,11.592,24,1,0,0.7692308,3.228413,1.370769,20.25385,1
ROHM & HAAS CO,0.2177674,0.330272,11.265,24,1,0,0.7692308,3.228413,1.370769,20.25385,1
SEALED AIR CORP,0.4227918,0.074057,2.4,2,1,0.5,1,1.673684,0.26,16.6,0
SEALED AIR CORP,0.4947462,0.052921,2.4,2,1,1,1,1.673684,0.26,16.6,0
SEALED AIR CORP,0.4639105,0.006856,2.77,2,1,1.5,1,1.673684,0.26,16.6,0
SEALED AIR CORP,0.4670856,0.00645,2.72,2,1,0.5,1,1.673684,0.26,16.6,1
SEALED AIR CORP,0.4592077,0.003794,2.75,2,1,1.5,1,1.673684,0.26,16.6,1
SEALED AIR CORP,0.4203516,0.04,4.2,1,1,0,1,1.673684,0.26,16.6,1
SEALED AIR CORP,0.4304536,0.031,4.4,1,1,0,1,1.673684,0.26,16.6,1
SEALED AIR CORP,0.3970185,0.0075,14.7,1,1,0,1,1.673684,0.26,16.6,1
SNAP-ON INC,0.4709374,0.009424,7.4,2,1,0.5,1,2.488288,1.433333,18.83333,0
SNAP-ON INC,0.5096332,0.012167,7.6,3,1,0,1,2.488288,1.433333,18.83333,0
SNAP-ON INC,0.5399727,0.001932,6.8,3,1,0,1,2.488288,1.433333,18.83333,0
SNAP-ON INC,0.5664284,0.001146,9,3,1,0,1,2.488288,1.433333,18.83333,0
SNAP-ON INC,0.5303568,0.001805,9,3,1,0.3333333,1,2.488288,1.433333,18.83333,0
SNAP-ON INC,0.4719072,0.002053,9,3,1,0.3333333,1,2.488288,1.433333,18.83333,0
SNAP-ON INC,0.416917,0.000545,10.2,3,1,0.3333333,1,2.488288,1.433333,18.83333,0
SNAP-ON INC,0.5050402,0.000517,10.6,6,1,0,1,2.488288,1.433333,18.83333,0
SNAP-ON INC,0.505349,0.00415,11.7,6,1,0,1,2.488288,1.433333,18.83333,0
SNAP-ON INC,0.4520538,0.017965,12,6,1,0,1,2.488288,1.433333,18.83333,0
SPX CORP,0.4709374,0.218541,19.377,12,0,0.25,0.6666667,2.167577,0.7522222,17.48889,0
SPX CORP,0.5096332,0.129702,15.79,9,0,0.3333333,0.6666667,2.167577,0.7522222,17.48889,0
SPX CORP,0.5399727,0.128755,14.738,10,0,0.4,0.6666667,2.167577,0.7522222,17.48889,0
SPX CORP,0.5664284,0.091828,13.671,8,0,0.625,0.6666667,2.167577,0.7522222,17.48889,1
SPX CORP,0.5303568,0.038607,12.9,5,0,0.8,0.6666667,2.167577,0.7522222,17.48889,1
SPX CORP,0.4719072,0.024682,12.2,5,0,1,0.6666667,2.167577,0.7522222,17.48889,1
SPX CORP,0.416917,0.01665,12.9,3,0,1.333333,0.6666667,2.167577,0.7522222,17.48889,1
SPX CORP,0.5050402,0.030707,13,10,0,0,0.6666667,2.167577,0.7522222,17.48889,1
SPX CORP,0.505349,0.039902,9.9,11,0,0,0.6666667,2.167577,0.7522222,17.48889,1
SPX CORP,0.4520538,0.035648,14,11,0,0,0.6666667,2.167577,0.7522222,17.48889,1
STANLEY WORKS,0.4709374,0.383112,18.464,20,1,0.15,0.9,2.924852,1.385,21.535,0
STANLEY WORKS,0.5096332,0.457172,17.784,20,1,0.25,0.9,2.924852,1.385,21.535,0
STANLEY WORKS,0.5399727,0.627959,17.42,18,1,0.2222222,0.9,2.924852,1.385,21.535,0
STANLEY WORKS,0.5664284,0.527405,18.65,18,1,0.2222222,0.9,2.924852,1.385,21.535,1
STANLEY WORKS,0.5303568,0.34312,18.988,18,1,0.1666667,0.9,2.924852,1.385,21.535,1
STANLEY WORKS,0.4719072,0.086793,19.445,12,1,0.3333333,0.9,2.924852,1.385,21.535,1
STRYKER CORP,0.6186959,0.0241,1.565,1,0,1,1,3.932774,1.68,24.8,0
STRYKER CORP,0.5840207,0.023822,1.913,1,0,0,1,3.932774,1.68,24.8,0
STRYKER CORP,0.6096238,0.010809,2.448,1,0,0,1,3.932774,1.68,24.8,0
STRYKER CORP,0.5824823,0.003372,2.906,1,0,0,1,3.932774,1.68,24.8,1
STRYKER CORP,0.5318273,0.003453,3.228,1,0,0,1,3.932774,1.68,24.8,1
STRYKER CORP,0.5230375,0.002835,4.221,1,0,0,1,3.932774,1.68,24.8,1
STRYKER CORP,0.5207126,0.001585,4.629,1,0,0,1,3.932774,1.68,24.8,1
STRYKER CORP,0.4953898,0.001635,5.274,1,0,0,1,3.932774,1.68,24.8,1
STRYKER CORP,0.4451993,0.001317,5.691,1,0,0,1,3.932774,1.68,24.8,1
STRYKER CORP,0.4686616,0.001457,10.974,1,0,0,1,3.932774,1.68,24.8,1
SUNOCO INC,0.5510783,2.434492,21.608,5,1,0.6,0.75,2.542709,0.88,17.65,0
SUNOCO INC,0.5199822,2.634728,20.926,5,1,0.6,0.75,2.542709,0.88,17.65,0
SUNOCO INC,0.5258418,2.552402,16.963,5,1,0.6,0.75,2.542709,0.88,17.65,0
SUNOCO INC,0.5304077,2.561055,14.219,5,1,0.2,0.75,2.542709,0.88,17.65,1
SUNOCO INC,0.5273799,2.249931,14.5,5,1,0.4,0.75,2.542709,0.88,17.65,1
SUNOCO INC,0.5059202,1.383322,14.5,5,1,0.2,0.75,2.542709,0.88,17.65,1
SUNOCO INC,0.5056727,0.812097,12,5,1,0.2,0.75,2.542709,0.88,17.65,1
SUNOCO INC,0.4710263,0.7258,12.15,17,1,0,0.75,2.542709,0.88,17.65,1
SUNOCO INC,0.4623066,0.618968,10.9,14,1,0,0.75,2.542709,0.88,17.65,1
SUNOCO INC,0.4939952,0.621464,11.1,64,1,0,0.75,2.542709,0.88,17.65,1
TEKTRONIX INC,0.6186959,0.094524,13.941,1,0,0,1,2.530223,3.87,20.6,0
TEKTRONIX INC,0.5840207,0.026917,11.947,1,0,0,1,2.530223,3.87,20.6,0
TEKTRONIX INC,0.6096238,0.012802,11.334,1,0,0,1,2.530223,3.87,20.6,0
TEKTRONIX INC,0.5824823,0.007564,9.84,1,0,0,1,2.530223,3.87,20.6,1
TEXACO INC,0.5510783,0.0015,37.067,1,1,0,1,2.676835,0.68,20.4,0
TEXACO INC,0.5199822,0.000755,39.199,1,1,0,1,2.676835,0.68,20.4,0
TEXACO INC,0.4939952,0.000255,24.628,1,1,0,1,2.676835,0.68,20.4,1
TEXAS INSTRUMENTS INC,0.4645282,0.599465,73.854,10,1,0.2,0.9090909,2.588214,0.7354546,19.46364,0
TEXAS INSTRUMENTS INC,0.4772724,0.55337,70.318,10,1,0.2,0.9090909,2.588214,0.7354546,19.46364,0
TEXAS INSTRUMENTS INC,0.5042985,0.504939,62.939,11,1,0.0909091,0.9090909,2.588214,0.7354546,19.46364,0
TEXAS INSTRUMENTS INC,0.5111452,0.372486,60.577,9,1,0,0.9090909,2.588214,0.7354546,19.46364,1
TEXAS INSTRUMENTS INC,0.4506418,0.278878,59.048,7,1,0.1428571,0.9090909,2.588214,0.7354546,19.46364,1
TEXAS INSTRUMENTS INC,0.4563253,0.284765,56.333,6,1,0,0.9090909,2.588214,0.7354546,19.46364,1
TEXAS INSTRUMENTS INC,0.3447736,0.21846,59.574,3,1,0.3333333,0.9090909,2.588214,0.7354546,19.46364,1
TEXAS INSTRUMENTS INC,0.3280428,0.199174,59.927,7,1,0,0.9090909,2.588214,0.7354546,19.46364,1
TEXAS INSTRUMENTS INC,0.2929079,0.122443,44.14,8,1,0,0.9090909,2.588214,0.7354546,19.46364,1
TEXAS INSTRUMENTS INC,0.2845238,0.063135,35.948,5,1,0,0.9090909,2.588214,0.7354546,19.46364,1
THERMO ELECTRON CORP,0.6186959,0.067408,4.965,4,0,0,1,2.075206,0.98,17.46667,0
THERMO ELECTRON CORP,0.5840207,0.030742,6.061,3,0,0,1,2.075206,0.98,17.46667,0
THERMO ELECTRON CORP,0.6096238,0.039216,5.965,4,0,0,1,2.075206,0.98,17.46667,0
THERMO ELECTRON CORP,0.5824823,0.013432,7.5,2,0,0,1,2.075206,0.98,17.46667,0
THERMO ELECTRON CORP,0.5318273,0.007303,8.8,2,0,0,1,2.075206,0.98,17.46667,0
THERMO ELECTRON CORP,0.5230375,0.007533,10.234,2,0,0,1,2.075206,0.98,17.46667,0
THERMO ELECTRON CORP,0.5207126,0.009469,14.4,2,0,0,1,2.075206,0.98,17.46667,0
THERMO ELECTRON CORP,0.4451993,0.001758,22.4,1,0,0,1,2.075206,0.98,17.46667,0
THERMO ELECTRON CORP,0.4686616,0.00262,23.6,1,0,0,1,2.075206,0.98,17.46667,0
THOMAS & BETTS CORP,0.4645282,0.499769,5,11,1,0.0909091,0.8333333,2.755371,0.7758333,19.43333,0
THOMAS & BETTS CORP,0.4772724,0.413436,4.9,11,1,0.0909091,0.8333333,2.755371,0.7758333,19.43333,0
THOMAS & BETTS CORP,0.5042985,0.359806,4.7,11,1,0.0909091,0.8333333,2.755371,0.7758333,19.43333,0
THOMAS & BETTS CORP,0.5111452,0.342097,7.6,11,1,0,0.8333333,2.755371,0.7758333,19.43333,1
THOMAS & BETTS CORP,0.4506418,0.309192,8,7,1,0.1428571,0.8333333,2.755371,0.7758333,19.43333,1
THOMAS & BETTS CORP,0.4563253,0.196856,7.4,6,1,0,0.8333333,2.755371,0.7758333,19.43333,1
THOMAS & BETTS CORP,0.3447736,0.13126,8.7,5,1,0,0.8333333,2.755371,0.7758333,19.43333,1
THOMAS & BETTS CORP,0.3280428,0.152418,14.7,10,1,0,0.8333333,2.755371,0.7758333,19.43333,1
THOMAS & BETTS CORP,0.2929079,0.184337,16.4,11,1,0,0.8333333,2.755371,0.7758333,19.43333,1
THOMAS & BETTS CORP,0.2845238,0.103495,19.33,9,1,0,0.8333333,2.755371,0.7758333,19.43333,1
TIMKEN CO,0.4010057,0.42996,17.248,10,1,0.6,0.9285714,2.238182,0.8935714,18.62857,0
TIMKEN CO,0.4317064,0.35231,18.86,13,1,0.6153846,0.9285714,2.238182,0.8935714,18.62857,0
TIMKEN CO,0.4661651,0.356736,17.74,12,1,0.5833333,0.9285714,2.238182,0.8935714,18.62857,0
TIMKEN CO,0.5013952,0.181617,16.729,10,1,0.6,0.9285714,2.238182,0.8935714,18.62857,1
TIMKEN CO,0.5022098,0.240245,15.985,11,1,0.3636364,0.9285714,2.238182,0.8935714,18.62857,1
TIMKEN CO,0.5091329,0.25106,16.202,12,1,0.0833333,0.9285714,2.238182,0.8935714,18.62857,1
TIMKEN CO,0.3766557,0.14638,17.034,13,1,0.3076923,0.9285714,2.238182,0.8935714,18.62857,1
TIMKEN CO,0.322005,0.25702,19.13,23,1,0,0.9285714,2.238182,0.8935714,18.62857,1
TIMKEN CO,0.2834762,0.883828,20.994,23,1,0,0.9285714,2.238182,0.8935714,18.62857,1
TIMKEN CO,0.2966833,0.818644,21.046,23,1,0,0.9285714,2.238182,0.8935714,18.62857,1
TRW INC,0.4313625,0.371095,74.28,9,1,0.1111111,0.8181818,2.689164,1.113636,18.99091,0
TRW INC,0.427019,0.323814,75.637,9,1,0.2222222,0.8181818,2.689164,1.113636,18.99091,0
TRW INC,0.4496784,0.567029,71.262,11,1,0.1818182,0.8181818,2.689164,1.113636,18.99091,0
TRW INC,0.4563823,0.724105,64.1,12,1,0.1666667,0.8181818,2.689164,1.113636,18.99091,1
TRW INC,0.460003,0.645296,61.2,12,1,0.25,0.8181818,2.689164,1.113636,18.99091,1
TRW INC,0.4596917,0.251462,64.175,11,1,0.0909091,0.8181818,2.689164,1.113636,18.99091,1
TRW INC,0.4619746,0.556012,66.518,11,1,0.0909091,0.8181818,2.689164,1.113636,18.99091,1
TRW INC,0.457313,0.619,65.2,23,1,0,0.8181818,2.689164,1.113636,18.99091,1
TRW INC,0.4438477,0.833418,79.7,21,1,0,0.8181818,2.689164,1.113636,18.99091,1
TRW INC,0.4557282,0.642199,78,22,1,0,0.8181818,2.689164,1.113636,18.99091,1
UNION CAMP CORP,0.4227918,0.921093,18.646,5,1,0.2,0.5,2.405659,1.0575,18.225,0
UNION CAMP CORP,0.4947462,0.533701,21.232,4,1,0.25,0.5,2.405659,1.0575,18.225,0
UNION CAMP CORP,0.3970185,0.000019,18.3,2,1,0,0.5,2.405659,1.0575,18.225,1
UNION CARBIDE CORP,0.2958034,0.735189,45.987,12,0,0,0.6153846,2.731294,1.119231,18.32308,0
UNION CARBIDE CORP,0.3084845,0.543243,37.756,13,0,0.0769231,0.6153846,2.731294,1.119231,18.32308,0
UNION CARBIDE CORP,0.2957712,0.543566,16.705,9,0,0.2222222,0.6153846,2.731294,1.119231,18.32308,0
UNION CARBIDE CORP,0.2624353,0.581401,15.075,9,0,0.3333333,0.6153846,2.731294,1.119231,18.32308,1
UNION CARBIDE CORP,0.2480811,0.461956,13.051,8,0,0,0.6153846,2.731294,1.119231,18.32308,1
UNION CARBIDE CORP,0.257621,0.456704,12.004,7,0,0.1428571,0.6153846,2.731294,1.119231,18.32308,1
UNION CARBIDE CORP,0.2498261,0.467233,11.521,8,0,0.25,0.6153846,2.731294,1.119231,18.32308,1
UNION CARBIDE CORP,0.2304806,0.323142,11.745,18,0,0,0.6153846,2.731294,1.119231,18.32308,1
UNION CARBIDE CORP,0.2380322,0.29087,11.813,20,0,0,0.6153846,2.731294,1.119231,18.32308,1
UNION CARBIDE CORP,0.2177674,0.272799,11.627,24,0,0,0.6153846,2.731294,1.119231,18.32308,1
UNITED TECHNOLOGIES CORP,0.4313625,5.13722,201.4,39,1,0.4871795,0.8536586,3.12853,1.526585,21.1,0
